LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,road_number
LRP391b,385.947,Culvert,Box culvert,21.4067222,92.0570556,N1
LRP391c,386.24,Culvert,Box culvert,21.4058611,92.0594167,N1
LRP392,386.508,Km Post,Km post missing,21.4040556,92.0619722,N1
LRP392a,386.665,Culvert,Box culvert,21.4039167,92.0628333,N1
LRP392b,387.146,Culvert,Box culvert,21.4008889,92.0658611,N1
LRP392c,387.409,Bridge,Bridge start,21.3986941,92.0665556,N1
LRP392d,387.424,Bridge,Bridge end,21.398583,92.0665833,N1
LRP392e,387.59,Culvert,Box culvert,21.3971663,92.0668882,N1
LRP393,387.609,Km Post,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,N1
LRP393a,388.044,Culvert,Box culvert,21.393333,92.068166,N1
LRP393b,388.528,Bridge,Bridge start,21.3891108,92.0686938,N1
LRP393c,388.546,Bridge,Bridge end,21.3889441,92.0688049,N1
LRP394,388.603,Km Post,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,N1
LRP394a,388.751,Culvert,Box culvert,21.3873052,92.0697771,N1
LRP394b,388.927,Culvert,Box culvert,21.3858886,92.0704438,N1
LRP394c,389.08,Culvert,Box culvert,21.384583,92.0704993,N1
LRP394d,389.156,Culvert,Box culvert,21.3839441,92.0705827,N1
LRP394e,389.308,Culvert,Box culvert,21.3826938,92.0710271,N1
LRP394f,389.476,Culvert,Box culvert,21.3813049,92.0710827,N1
LRP394g,389.506,Culvert,Box culvert,21.3811104,92.0710827,N1
LRP395,389.685,Km Post,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,N1
LRP395a,389.776,Culvert,Box culvert,21.378916,92.0703327,N1
LRP395b,389.93,Culvert,Box culvert,21.3775827,91.0703604,N1
LRP395c,389.969,Culvert,Box culvert,21.3773882,92.0706104,N1
LRP395d,390.151,Culvert,Box culvert,21.3762216,92.0718049,N1
LRP395e,390.316,Culvert,Box culvert,21.3752493,92.0727771,N1
LRP395f,390.431,Culvert,Box culvert,21.3747771,92.0734993,N1
LRP395g,390.496,Culvert,Box culvert,21.3745549,92.0739716,N1
LRP395h,390.669,Culvert,Box culvert,21.3742493,92.0755271,N1
LRP396,390.685,Km Post,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,N1
LRP396a,390.843,Culvert,Box culvert,21.3736938,92.0768327,N1
LRP396b,390.926,Culvert,Box culvert,21.3731938,92.0773327,N1
LRP396c,391.155,Culvert,Box culvert,21.3714993,92.0785549,N1
LRP396d,391.361,Culvert,Box culvert,21.3698327,92.0796104,N1
LRP396e,391.623,Culvert,Box culvert,21.3678882,92.0803327,N1
LRP396f,391.757,Culvert,Box culvert,21.3669438,92.0807771,N1
LRP397,391.841,Km Post,"Teknaf 70 km,Uthia 16 km",21.3662778,92.0810549,N1
LRP397a,391.905,Culvert,Box culvert,21.3657222,92.0812771,N1
LRP397b,392.056,Culvert,Box culvert,21.3644167,92.081416,N1
LRP397c,392.397,Culvert,Box culvert,21.3615,92.0806382,N1
LRP397d,392.825,Culvert,Box culvert,21.3580833,92.0790271,N1
LRP398,392.869,Km Post,"Teknaf 69 km,Uthia 15 km",21.35775,92.0790271,N1
LRP398a,392.933,Culvert,Box culvert,21.3571944,92.0791104,N1
LRP398b,393.029,Culvert,Box culvert,21.3563333,92.0790827,N1
LRP398c,393.154,Culvert,Box culvert,21.35525,92.0790827,N1
LRP398d,393.459,Culvert,Box culvert,21.3526667,92.0783327,N1
LRP399,393.876,Km Post,"Teknaf 68 km,Uthia 14 km",21.3490552,92.0784716,N1
LRP399a,394.188,Bridge,Bridge start,21.3463608,92.0790271,N1
LRP399b,394.214,Bridge,Bridge end,21.3461386,92.0789993,N1
LRP399c,394.749,Culvert,Box culvert,21.3414997,92.0788327,N1
LRP400,394.872,Km Post,"Teknaf 67 km,Uthia 13 km",21.3404997,92.0784993,N1
LRP400a,395.14,Culvert,Box culvert,21.3381941,92.078916,N1
LRP400b,395.797,Culvert,Box culvert,21.3324716,92.0790827,N1
LRP401,395.961,Km Post,"Teknaf 66 km,Uthia 12 km",21.3311104,92.0788604,N1
LRP401a,396.119,Bridge,Khulna Plong Bridge,21.3297771,92.0787771,N1
LRP401b,396.151,Bridge,Bridge end,21.3295271,92.0789438,N1
LRP402,396.98,Km Post,"Teknaf 65 km,Uthia 11 km",21.324666,92.084583,N1
LRP402a,397.086,Bridge,Bridge start,21.3241104,92.085333,N1
LRP402b,397.141,Bridge,Bridge end,21.3238049,92.0857219,N1
LRP402c,397.651,Culvert,Box culvert,21.3207493,92.0893052,N1
LRP403,397.988,Km Post,Km post broken,21.3187493,92.0916108,N1
LRP403a,398.103,Bridge,Bridge start,21.3179438,92.0921663,N1
LRP403b,398.123,Bridge,Bridge end,21.3177771,92.0922497,N1
LRP403c,398.205,"Side Road, Left",Road to Ramu(Z1009),21.317666,92.0930274,N1
LRP403d,398.918,Bridge,Bridge start,21.3125,92.096333,N1
LRP403e,398.97,Bridge,Bridge end,21.3121944,92.0966941,N1
LRP404,398.994,Km Post,"Teknaf 63 km,Uthia 9 km",21.3120278,92.0969163,N1
LRP404a,399.214,"Side Road, Left","Z1503, Maricha Dakbunglow Road",21.3101667,92.0974997,N1
LRP404b,399.974,Culvert,Box culvert,21.3039722,92.0967497,N1
LRP405,399.997,Km Post,"Teknaf 62 km,Uthia 8 km",21.3037778,92.0968052,N1
LRP405a,400.552,Culvert,Box culvert,21.2989441,92.0976108,N1
LRP405b,400.978,Bridge,Bridge start,21.2956386,92.0993886,N1
LRP405c,401.052,Bridge,Bridge end,21.2949997,92.0993886,N1
LRP406,401.06,Km Post,"Teknaf 61 km,Uthia 7 km",21.2949163,92.0994163,N1
LRP407,402.024,Km Post,"Teknaf 60 km,Uthia 6 km",21.2863608,92.1001667,N1
LRP407a,402.299,Culvert,Box culvert,21.2839441,92.1005278,N1
LRP407b,402.435,Bridge,Bridge start,21.2813604,92.1006667,N1
LRP407c,402.448,Bridge,Bridge end,21.282666,92.1006944,N1
LRP407d,402.876,Culvert,Box culvert,21.2790827,92.1019722,N1
LRP408,403.044,Km Post,"Teknaf 59 km,Uthia 5 km",21.277666,92.1026111,N1
LRP409,404.04,Km Post,"Teknaf 58 km,Uthia 4 km",21.2695827,92.1066111,N1
LRP409a,404.055,Culvert,Box culvert,21.2694716,92.1066667,N1
LRP409b,404.347,Bridge,Bridge start,21.2678604,92.1088333,N1
LRP409c,404.373,Bridge,Bridge end,21.2677493,92.109,N1
LRP409d,404.954,Culvert,Box Culvert,21.2646111,92.1134444,N1
LRP410,405.044,Km Post,"Teknaf 57 km,Uthia 3 km",21.2641111,92.1140833,N1
LRP410a,405.058,Bridge,Bridge start,21.2639722,92.1141944,N1
LRP410b,405.103,Bridge,Bridge end,21.2637222,92.1144722,N1
LRP410c,405.337,Bridge,Bridge start,21.2623611,92.1161667,N1
LRP410d,405.355,Bridge,Bridge end,21.26225,92.1163056,N1
LRP411,406.07,Km Post,"Teknaf 56 km,Uthia 2 km",21.2580278,92.1214438,N1
LRP411a,406.294,Bridge,Bridge start,21.2565556,92.122916,N1
LRP411b,406.307,Bridge,Bridge end,21.2565,92.1229716,N1
LRP411c,406.546,Culvert,Box culvert,21.2550278,92.1245827,N1
LRP411d,406.796,Culvert,Box culvert,21.2537778,92.1266382,N1
LRP412,407.072,Km Post,"Teknaf 55 km,Uthia 1 km",21.2521944,92.1286104,N1
LRP412a,407.089,Culvert,Box culvert,21.2521111,92.1287493,N1
LRP412b,407.209,Bridge,Bridge start,21.2504722,92.1307493,N1
LRP412c,407.299,Bridge,Bridge end,21.2504167,92.1307493,N1
LRP412d,408.08,Bridge,Bridge start,21.248083,92.1341108,N1
LRP412e,408.093,Bridge,Bridge end,21.2479997,92.1342219,N1
LRP413,408.134,Km Post,Teknaf 54 km,21.2462219,92.1364719,N1
LRP413a,408.434,"Side Road, Left","Z1503, Maricha Dukbanglow road",21.2447497,92.1389441,N1
LRP413b,408.817,Bridge,Bridge start,21.242333,92.1413608,N1
LRP413c,408.839,Bridge,Bridge end,21.2422219,92.1415552,N1
LRP414,409.141,Km Post,Teknaf 53 km,21.2412497,92.1440552,N1
LRP415,410.121,Km Post,Teknaf 52 km,21.2357774,92.1511667,N1
LRP416,411.119,Km Post,Teknaf 51km,21.236333,92.1586667,N1
LRP417,412.129,Km Post,Teknaf 50 km,21.2283604,92.1617222,N1
LRP417a,412.394,Culvert,Box culvert,21.2261382,92.1611667,N1
LRP417b,412.603,Culvert,Box culvert,21.2243327,92.1614444,N1
LRP418,413.131,Km Post,Info.Missing,21.2198049,92.1618611,N1
LRP418a,413.531,Culvert,Box culvert,21.2165556,92.1626944,N1
LRP418b,413.834,Culvert,Box culvert,21.2152778,92.1649722,N1
LRP418c,414.03,Culvert,Box culvert,21.2142778,92.166666,N1
LRP419,414.136,Km Post,Teknaf 47km,21.21375,92.1674438,N1
LRP419a,414.264,Culvert,Box culvert,21.2127222,92.1678882,N1
LRP419b,414.508,Culvert,Box culvert,21.2105833,92.1681382,N1
LRP419c,414.608,Culvert,Box culvert,21.2096944,92.168416,N1
LRP420,415.144,Km Post,Teknaf 46 km,21.2056389,92.1703327,N1
LRP420a,415.671,Culvert,Box culvert,21.2011389,92.170416,N1
LRP420b,415.919,Culvert,Box culvert,21.1989997,92.1703604,N1
LRP420c,416.044,"Side Road, Left","Z1504, Ukhia Gundum Road",21.1977219,92.1705549,N1
LRP421,416.157,Km Post,Info.Missing,21.1969441,92.1707493,N1
LRP421a,416.204,Culvert,Box culvert,21.1965552,92.1708604,N1
LRP421b,416.688,Bridge,Bridge start,21.1925552,92.1697216,N1
LRP421c,416.73,Bridge,Bridge end,21.1923052,92.1695271,N1
LRP421d,416.991,Culvert,Box culvert,21.1906108,92.167916,N1
LRP422,417.164,Km Post,Info.Missing,21.1897497,92.166666,N1
LRP422a,417.621,Culvert,Box culvert,21.1866386,92.1638056,N1
LRP422b,417.934,Bridge,Bridge start,21.1859441,92.1610833,N1
LRP422c,417.957,Bridge,Bridge end,21.185833,92.1609167,N1
LRP423,418.19,Km Post,Info.Missing,21.1843052,92.1594167,N1
LRP423a,418.889,Culvert,Box culvert,21.178666,92.1574722,N1
LRP424,419.18,Km Post,Info.Missing,21.1761938,92.1566111,N1
LRP424a,419.423,Culvert,Box culvert,21.1742771,92.1557222,N1
LRP424b,419.705,Culvert,Box culvert,21.1718327,92.1551389,N1
LRP424c,419.948,Bridge,Bridge start,21.1698049,92.1545833,N1
LRP424d,419.996,Bridge,Bridge end,21.1694993,92.1543056,N1
LRP424e,420.151,Culvert,Box culvert,21.168416,92.1532778,N1
LRP425,420.261,Km Post,Info.Missing,21.1677216,92.1527778,N1
LRP425a,420.326,Culvert,Box culvert,21.1673327,92.1524167,N1
LRP425b,420.579,Bridge,Bridge start,21.1652222,92.1521667,N1
LRP425c,420.611,Bridge,Bridge end,21.1649444,92.1521944,N1
LRP425d,420.806,Culvert,Box culvert,21.16325,92.1522222,N1
LRP425e,420.895,Culvert,Box Culvert,21.1624722,92.1522778,N1
LRP425f,421.131,Culvert,Box culvert,21.1604167,92.1525,N1
LRP426,421.239,Km Post,Info.Missing,21.1595,92.1526111,N1
LRP426a,421.26,Culvert,Box culvert,21.1593056,92.1526111,N1
LRP426b,421.333,Culvert,Box culvert,21.1586667,92.1525,N1
LRP426c,421.688,Culvert,Box culvert,21.1556389,92.1527778,N1
LRP426d,421.905,Culvert,Box culvert,21.1537778,92.1528611,N1
LRP426e,422.117,Culvert,Box culvert,21.1521944,92.1535278,N1
LRP427,422.315,Km Post,Info.Missing,21.1507222,92.1545,N1
LRP427a,422.853,Culvert,Box culvert,21.147333,92.1574167,N1
LRP427b,423.222,Bridge,Bridge start,21.1442774,92.1586389,N1
LRP427c,423.241,Bridge,Bridge end,21.1441663,92.1586944,N1
LRP428,423.322,Km Post,Teknaf 38 km,21.1435274,92.1589722,N1
LRP428a,423.57,Bridge,Bridge start,21.1414997,92.1599167,N1
LRP428b,423.631,Bridge,Bridge end,21.1410552,92.1602222,N1
LRP428c,424.234,Culvert,Box culvert,21.1381108,92.1648611,N1
LRP429,424.35,Km Post,Info.Missing,21.1379719,92.1659167,N1
LRP429a,424.473,Culvert,Box culvert,21.137833,92.1671104,N1
LRP429b,424.604,Culvert,Box culvert,21.1375552,92.1683049,N1
LRP429c,424.875,Culvert,Box culvert,21.1372219,92.1708882,N1
LRP429d,425.075,Culvert,Box culvert,21.1371108,92.1727771,N1
LRP429e,425.195,Bridge,Bridge start,21.1368886,92.173916,N1
LRP429f,425.225,Bridge,Bridge end,21.1367219,92.1741382,N1
LRP430,425.353,Km Post,Info.Missing,21.1363886,92.1752493,N1
LRP430a,425.385,Culvert,Box culvert,21.1363608,92.1755549,N1
LRP430b,425.598,Culvert,Box culvert,21.1353886,92.1770827,N1
LRP430c,426.092,Bridge,Bridge start,21.1333886,92.1806938,N1
LRP430d,426.109,Bridge,Bridge end,21.1333608,92.1808327,N1
LRP430e,426.285,Culvert,Box culvert,21.1329438,92.1824438,N1
LRP431,426.382,Km Post,Info.Missing,21.1326938,92.183333,N1
LRP431a,426.542,Culvert,Box culvert,21.1319716,92.1846108,N1
LRP431b,426.716,Culvert,Box culvert,21.1309716,92.1856941,N1
LRP432,427.382,Km Post,Km post missing,21.1269438,92.1902219,N1
LRP432a,427.394,Culvert,Box culvert,21.1268327,92.1902774,N1
LRP432b,427.731,Culvert,Box culvert,21.1242771,92.1918886,N1
LRP432c,427.772,Culvert,Box culvert,21.1239993,92.1919997,N1
LRP432d,427.906,Culvert,Box culvert,21.1229993,92.1926663,N1
LRP432e,428.019,Culvert,Box culvert,21.122166,92.1931941,N1
LRP432f,428.104,Culvert,Box culvert,21.1214993,92.1935552,N1
LRP433,428.387,Km Post,Info.Missing,21.1198604,92.1954719,N1
LRP433a,428.498,Culvert,Box culvert,21.1190827,92.1960274,N1
LRP433b,428.691,Culvert,Box culvert,21.1175827,92.1966663,N1
LRP433c,428.818,Culvert,Box culvert,21.1165,92.1969163,N1
LRP433d,428.869,Culvert,Box culvert,21.1161389,92.1969997,N1
LRP433e,428.908,"Side Road, Right",Z1133 Road to Shaplapur,21.1158333,92.1971386,N1
LRP433f,428.995,Bridge,Bridge start,21.1151667,92.1975552,N1
LRP433g,429.073,Bridge,Bridge end,21.1146111,92.1979719,N1
LRP434,429.45,Km Post,Info.Missing,21.1121111,92.2002778,N1
LRP434a,429.497,Culvert,Box culvert,21.1118611,92.2006389,N1
LRP434b,429.812,Culvert,Box culvert,21.1090556,92.2045278,N1
LRP434c,430.242,Culvert,Box culvert,21.1078333,92.2058611,N1
LRP434d,430.44,Culvert,Box culvert,21.1078333,92.2069444,N1
LRP435,430.51,Km Post,Km post broken,21.1058333,92.20725,N1
LRP435a,430.574,Culvert,Box culvert,21.1053611,92.2073889,N1
LRP435b,430.694,Culvert,Box culvert,21.1043611,92.2075278,N1
LRP435c,430.901,Culvert,Box culvert,21.1026389,92.2077778,N1
LRP435d,431.073,Culvert,Box culvert,21.1012778,92.2081389,N1
LRP435e,431.293,Culvert,Box culvert,21.0996386,92.2091667,N1
LRP436,431.578,Km Post,Info.Missing,21.0975552,92.2105,N1
LRP436a,431.606,Culvert,Box culvert,21.097333,92.2106111,N1
LRP436b,432.005,Bridge,Bridge start,21.0939441,92.2118611,N1
LRP436c,432.041,Bridge,Bridge end,21.0936663,92.2119444,N1
LRP436d,432.199,Culvert,Box culvert,21.0923052,92.2123333,N1
LRP436e,432.434,Culvert,Box culvert,21.090333,92.2129444,N1
LRP437,432.578,Km Post,Km post missing,21.0891941,92.2135,N1
LRP437a,432.924,Culvert,Box culvert,21.0864997,92.2151111,N1
LRP437b,432.992,Culvert,Box culvert,21.0859441,92.2153889,N1
LRP437c,433.245,Culvert,Box culvert,21.0838608,92.2161111,N1
LRP437d,433.483,Culvert,Box culvert,21.0838608,92.2161111,N1
LRP438,433.578,Km Post,Km post missing,21.0811104,92.2169438,N1
LRP438a,433.683,Culvert,Box culvert,21.0803049,92.2174993,N1
LRP438b,433.944,Culvert,Box culvert,21.0783327,92.2186382,N1
LRP438c,434.003,Culvert,Box culvert,21.077916,92.2189993,N1
LRP438d,434.263,Culvert,Box culvert,21.0765549,92.2209993,N1
LRP438e,434.522,Culvert,Box culvert,21.0745271,92.2220549,N1
LRP439,434.668,Km Post,Info.Missing,21.0735271,92.2226104,N1
LRP439a,434.778,Culvert,Box culvert,21.0728327,92.2232216,N1
LRP439b,434.96,Culvert,Box culvert,21.071666,92.2242216,N1
LRP439c,435.272,Culvert,Box culvert,21.0691104,92.2246382,N1
LRP439d,435.522,Culvert,Box culvert,21.0668882,92.2246104,N1
LRP440,435.668,Km Post,Km post missing,21.0655833,92.2245549,N1
LRP440a,435.746,Culvert,Box culvert,21.0650556,92.2245271,N1
LRP440b,436.007,Culvert,Box culvert,21.063,92.2254993,N1
LRP440c,436.195,Culvert,Box culvert,21.0615556,92.2262771,N1
LRP440d,436.399,Bridge,Bridge start,21.0597778,92.2263882,N1
LRP440e,436.414,Bridge,Bridge end,21.0596667,92.2263882,N1
LRP441,436.756,Km Post,Info.Missing,21.0565833,92.2266104,N1
LRP441a,436.94,Culvert,Box culvert,21.0549722,92.2268049,N1
LRP441b,437.588,Bridge,Bridge start,21.0513611,92.2302493,N1
LRP441c,437.626,Bridge,Bridge end,21.0513611,92.2305827,N1
LRP442,437.751,Km Post,Teknaf 24 km,21.0513056,92.2317493,N1
LRP442a,437.815,Culvert,Box culvert,21.0512778,92.2323327,N1
LRP442b,438.004,Culvert,Box culvert,21.0507222,92.2338608,N1
LRP442c,438.332,Culvert,Box culvert,21.0479441,92.2346386,N1
LRP442d,438.713,Culvert,Box culvert,21.0446941,92.2356941,N1
LRP443,438.8,Km Post,Teknaf 23 km,21.0439163,92.2359441,N1
LRP443a,439.197,Culvert,Box culvert,21.0407497,92.2374997,N1
LRP443b,439.737,Bridge,Bridge start,21.0363608,92.2396941,N1
LRP443c,439.778,Bridge,Bridge end,21.0360552,92.2398608,N1
LRP444,440.049,Km Post,Teknaf 21 km,21.0338608,92.2407774,N1
LRP444a,440.252,Culvert,Box culvert,21.0321104,92.241083,N1
LRP444b,440.485,Culvert,Box culvert,21.0300549,92.2413608,N1
LRP444c,440.839,Culvert,Box culvert,21.0269438,92.2416941,N1
LRP445,441.048,Km Post,Km post missing,21.0249993,92.2418608,N1
LRP445a,441.292,Bridge,Bridge start,21.0228882,92.2420274,N1
LRP445b,441.327,Bridge,Bridge end,21.0226104,92.2420552,N1
LRP446,441.811,Km Post,Infor.missing,21.0186104,92.2431386,N1
LRP446a,442.018,Culvert,Box culvert,21.0169993,92.2440274,N1
LRP446b,442.274,Culvert,Box culvert,21.0150833,92.245333,N1
LRP447,442.881,Km Post,Teknaf 20 km,21.0107222,92.2487219,N1
LRP447a,442.972,Culvert,Box culvert,21.0101389,92.2492497,N1
LRP447b,443.288,Culvert,Box culvert,21.0078889,92.251,N1
LRP447c,443.489,Culvert,Box culvert,21.0064444,92.2520833,N1
LRP448,443.913,Km Post,Teknaf 29 km,21.0029444,92.2531944,N1
LRP448a,444.358,Bridge,Bridge start,20.9990274,92.2537778,N1
LRP448b,444.408,Bridge,Bridge end,20.9986386,92.2538889,N1
LRP448c,444.911,Culvert,Box culvert,20.9942497,92.2545278,N1
LRP449,444.945,Km Post,Teknaf 18 km,20.9940274,92.2546111,N1
LRP449a,445.687,Culvert,Box culvert,20.9875274,92.2545556,N1
LRP450,445.964,Km Post,Infor.missing,20.9852774,92.2536389,N1
LRP450a,446.856,Bridge,Bridge start,20.9778049,92.25075,N1
LRP450b,446.888,Bridge,Bridge end,20.9775827,92.2506111,N1
LRP451,446.964,Km Post,Km post missing,20.9769438,92.2502222,N1
LRP451a,447.825,Culvert,Box culvert,20.9697216,92.2485552,N1
LRP452,447.999,Km Post,Infor.missing,20.9682771,92.2488052,N1
LRP452a,448.118,Bridge,Bridge start,20.9673604,92.2491663,N1
LRP452b,448.16,Bridge,Bridge end,20.9671104,92.2494441,N1
LRP452c,448.497,Culvert,Box culvert,20.9648611,92.2515278,N1
LRP452d,448.82,Bridge,Bridge start,20.9622778,92.2528889,N1
LRP452e,448.851,Bridge,Bridge end,20.9620556,92.2530556,N1
LRP453,449.019,Km Post,Info.Missing,20.9606389,92.2535,N1
LRP453a,449.321,Culvert,Box culvert,20.9580833,92.2543056,N1
LRP453b,449.491,Culvert,Box culvert,20.9566667,92.2548056,N1
LRP453c,449.827,Culvert,Box culvert,20.9538889,92.2559722,N1
LRP453d,449.92,Culvert,Box culvert,20.9531667,92.2562778,N1
LRP453e,450.04,Culvert,Box culvert,20.95225,92.2566111,N1
LRP454,450.056,Km Post,Info.Missing,20.9521667,92.2566944,N1
LRP454a,450.391,Culvert,Box culvert,20.9660278,92.2579167,N1
LRP454b,450.558,Bridge,Bridge start,20.9482774,92.2589167,N1
LRP454c,450.604,Bridge,Bridge end,20.9481386,92.2593056,N1
LRP454d,450.934,Culvert,Box culvert,20.9459163,92.2603333,N1
LRP455,451.121,Km Post,Info.Missing,20.9445552,92.2603333,N1
LRP455a,451.22,Culvert,Box culvert,20.9436941,92.2603056,N1
LRP455b,451.972,Bridge,Bridge start,20.9373886,92.2623333,N1
LRP455c,452.012,Bridge,Bridge end,20.9371108,92.2624722,N1
LRP456,452.121,Km Post,Km post missing,20.9361663,92.2628611,N1
LRP456a,452.133,Culvert,Box culvert,20.9361108,92.2628611,N1
LRP456b,452.299,Culvert,Box culvert,20.9346663,92.2631667,N1
LRP456c,452.339,Culvert,Box culvert,20.934333,92.26325,N1
LRP456d,452.489,Culvert,Box culvert,20.9330549,92.2635,N1
LRP456e,452.877,Bridge,Bridge start,20.929666,92.2641111,N1
LRP456f,452.914,Bridge,Bridge end,20.9293327,92.2641389,N1
LRP457,453.17,Km Post,Infor.missing,20.9270827,92.2644444,N1
LRP457a,453.551,Bridge,Bridge start,20.9238882,92.2653889,N1
LRP457b,453.602,Bridge,Bridge end,20.9234993,92.2656111,N1
LRP457c,454.132,Bridge,Bridge start,20.9195827,92.268416,N1
LRP457d,454.149,Bridge,Bridge end,20.9194993,92.2684716,N1
LRP457e,454.204,Culvert,Box Culvert,20.9189993,92.2686382,N1
LRP458,454.234,Km Post,Teknaf 8 km,20.9187771,92.2687771,N1
LRP458a,454.374,Culvert,Box Culvert,20.9176382,92.2692493,N1
LRP458b,454.629,Bridge,Bridge start,20.9157222,92.2704993,N1
LRP458c,454.667,Bridge,Bridge end,20.9154167,92.2706938,N1
LRP458d,454.899,Culvert,Box Culvert,20.9136389,92.2718604,N1
LRP458e,454.982,Culvert,Box culvert,20.9132778,92.2721938,N1
LRP458f,455.1,Culvert,Box Culvert,20.9123889,92.2729716,N1
LRP459,455.126,Km Post,Teknaf 7 km,20.9122222,92.2729438,N1
LRP459a,455.572,Bridge,Bridge start,20.9088889,92.275166,N1
LRP459b,455.619,Bridge,Bridge end,20.9085556,92.2753604,N1
LRP459c,455.857,Culvert,Box Culvert,20.90675,92.2764993,N1
LRP459d,455.98,Culvert,Box culvert,20.9059444,92.2771104,N1
LRP460,456.126,Km Post,Km post missing,20.9048333,92.277916,N1
LRP460a,456.143,Culvert,Box Culvert,20.9047222,92.2779716,N1
LRP460b,456.337,Culvert,Box Culvert,20.9033333,92.2789438,N1
LRP460c,456.44,Culvert,Box culvert,20.9027222,92.279416,N1
LRP460d,456.751,Bridge,Bridge start,20.9003333,92.2807216,N1
LRP460e,456.787,Bridge,Bridge end,20.9001111,92.2809716,N1
LRP460f,456.9,Culvert,Box culvert,20.8994441,92.2817216,N1
LRP460g,457.064,Bridge,Bridge start,20.8984719,92.2828604,N1
LRP460h,457.111,Bridge,Bridge end,20.8982219,92.283166,N1
LRP461,457.126,Km Post,Km post missing,20.8981108,92.2832493,N1
LRP461a,457.148,Culvert,Box culvert,20.8980274,92.283333,N1
LRP461b,457.201,Culvert,Box culvert,20.8977497,92.2836941,N1
LRP461c,457.411,Bridge,Bridge start,20.8969163,92.2854441,N1
LRP461d,457.444,Bridge,Bridge end,20.8967774,92.2857219,N1
LRP461e,457.491,Culvert,Box culvert,20.8965552,92.286083,N1
LRP461f,457.71,Culvert,Box culvert,20.8953608,92.2877219,N1
LRP461g,457.794,Culvert,Box culvert,20.8948052,92.2881941,N1
LRP461h,457.897,Bridge,Bridge start,20.894083,92.2887774,N1
LRP461i,457.921,Bridge,Bridge end,20.8939441,92.2889163,N1
LRP461j,458.026,Culvert,Box culvert,20.8932774,92.2896386,N1
LRP461k,458.105,Culvert,Box culvert,20.8927774,92.2901386,N1
LRP462,458.126,Km Post,Km post missing,20.8926386,92.2902774,N1
LRP462a,458.297,Bridge,Bridge start,20.8919163,92.2916663,N1
LRP462b,458.317,Bridge,Bridge end,20.8918886,92.2918052,N1
LRP463,458.373,Km Post,Teknaf 4 km,20.891833,92.2923052,N1
LRP463a,459.115,Bridge,Bridge start,20.8889163,92.2982497,N1
LRP463b,459.13,Bridge,Bridge end,20.888833,92.2983886,N1
LRP464,459.388,Km Post,Info.Missing,20.8869441,92.2996386,N1
LRP464a,459.521,Culvert,Box culvert,20.8858608,92.2991941,N1
LRP464b,459.995,Culvert,Box culvert,20.8820271,92.2977774,N1
LRP465,460.426,Km Post,Teknaf 2 km,20.8782216,92.2977774,N1
LRP465a,460.589,Bridge,Bridge start,20.8768604,92.2978886,N1
LRP465b,460.632,Bridge,Bridge end,20.8764993,92.2978886,N1
LRP466,461.426,Km Post,Km post missing,20.8692771,92.2981386,N1
LRP466a,461.476,Culvert,Box culvert,20.8688604,92.2982219,N1
LRP466b,461.904,Bridge,Bridge start,20.8650278,92.2982497,N1
LRP466c,461.946,Bridge,Bridge end,20.8646667,92.2981941,N1
LRP467,462.124,Km Post,Infor.missing,20.8629722,92.298083,N1
LRPE,462.254,Others,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.",20.8629167,92.298083,N1
,,,,,,N1
,,,,,,N1
